date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
18-09-2024,11,the grudge,Olivia Rodrigo,87,189386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,12,LADY GAGA,Peso Pluma,94,212878,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
18-09-2024,13,I KNOW ?,Travis Scott,92,211582,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
18-09-2024,14,Something in the Orange,Zach Bryan,89,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
18-09-2024,15,Snooze,SZA,91,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
18-09-2024,16,greedy,Tate McRae,76,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
18-09-2024,17,Hey Driver (feat. The War and Treaty),Zach Bryan,87,227466,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
18-09-2024,18,making the bed,Olivia Rodrigo,87,198866,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,19,lacy,Olivia Rodrigo,87,177212,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,20,Ella Baila Sola,Eslabon Armado,87,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
18-09-2024,21,ballad of a homeschooled girl,Olivia Rodrigo,87,203369,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,22,QLONA,KAROL G,91,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
18-09-2024,23,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
18-09-2024,24,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
18-09-2024,25,Fast Car,Luke Combs,90,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
18-09-2024,26,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,93,109750,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
18-09-2024,27,logical,Olivia Rodrigo,87,231907,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,28,Rich Men North of Richmond,Oliver Anthony Music,89,187244,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f842f028c8716c62bbd7c57a
18-09-2024,29,love is embarrassing,Olivia Rodrigo,87,154516,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,30,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
18-09-2024,31,See You Again (feat. Kali Uchis),"Tyler, The Creator",92,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
18-09-2024,32,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
18-09-2024,33,Religiously,Bailey Zimmerman,86,178723,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a
18-09-2024,34,You Proof,Morgan Wallen,85,157477,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
18-09-2024,35,MELTDOWN (feat. Drake),Travis Scott,93,246133,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
18-09-2024,36,Tourniquet,Zach Bryan,85,189053,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
18-09-2024,37,Pink + White,Frank Ocean,90,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
18-09-2024,38,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
18-09-2024,39,pretty isn’t pretty,Olivia Rodrigo,85,199422,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,40,Sweater Weather,The Neighbourhood,91,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
18-09-2024,41,Strangers,Kenya Grace,89,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
18-09-2024,42,TELEKINESIS (feat. SZA & Future),Travis Scott,91,353754,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
18-09-2024,43,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
18-09-2024,44,Moonlight,Kali Uchis,85,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
18-09-2024,45,Jimmy Cooks (feat. 21 Savage),Drake,89,218364,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
18-09-2024,46,Spotless (feat. The Lumineers),Zach Bryan,85,169467,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
18-09-2024,47,Bongos (feat. Megan Thee Stallion),Cardi B & Megan Thee Stallion,82,175099,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273c4bcdce05e247cef2eed06ac
18-09-2024,48,Shut up My Moms Calling,Hotel Ugly,89,164571,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5
18-09-2024,49,teenage dream,Olivia Rodrigo,85,222358,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
18-09-2024,50,La Bebe - Remix,Yng Lvcas & Peso Pluma,94,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
19-09-2024,1,Slime You Out (feat. SZA),Drake & SZA,81,310490,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
19-09-2024,2,Paint The Town Red,Doja Cat,100,231750,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
19-09-2024,3,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
19-09-2024,4,vampire,Olivia Rodrigo,91,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,5,bad idea right?,Olivia Rodrigo,90,184783,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,6,get him back!,Olivia Rodrigo,90,211141,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,7,fukumean,Gunna,96,125040,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
19-09-2024,8,Cruel Summer,Taylor Swift,99,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
19-09-2024,9,Last Night,Morgan Wallen,87,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
19-09-2024,10,all-american bitch,Olivia Rodrigo,89,165833,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,11,I KNOW ?,Travis Scott,92,211582,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
19-09-2024,12,greedy,Tate McRae,80,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
19-09-2024,13,the grudge,Olivia Rodrigo,88,189386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,14,Something in the Orange,Zach Bryan,89,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
19-09-2024,15,Snooze,SZA,91,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
19-09-2024,16,LADY GAGA,Peso Pluma,94,212878,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
19-09-2024,17,making the bed,Olivia Rodrigo,87,198866,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,18,Hey Driver (feat. The War and Treaty),Zach Bryan,87,227466,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
19-09-2024,19,lacy,Olivia Rodrigo,87,177212,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,20,ballad of a homeschooled girl,Olivia Rodrigo,87,203369,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,21,logical,Olivia Rodrigo,87,231907,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,22,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
19-09-2024,23,love is embarrassing,Olivia Rodrigo,87,154516,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,24,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
19-09-2024,25,See You Again (feat. Kali Uchis),"Tyler, The Creator",92,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
19-09-2024,26,Fast Car,Luke Combs,90,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
19-09-2024,27,QLONA,KAROL G,91,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
19-09-2024,28,Rich Men North of Richmond,Oliver Anthony Music,89,187244,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f842f028c8716c62bbd7c57a
19-09-2024,29,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
19-09-2024,30,Ella Baila Sola,Eslabon Armado,87,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
19-09-2024,31,MELTDOWN (feat. Drake),Travis Scott,93,246133,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
19-09-2024,32,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
19-09-2024,33,Religiously,Bailey Zimmerman,86,178723,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a
19-09-2024,34,Pink + White,Frank Ocean,89,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
19-09-2024,35,Tourniquet,Zach Bryan,85,189053,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
19-09-2024,36,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,93,109750,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
19-09-2024,37,Strangers,Kenya Grace,89,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
19-09-2024,38,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
19-09-2024,39,pretty isn’t pretty,Olivia Rodrigo,86,199422,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,40,You Proof,Morgan Wallen,85,157477,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
19-09-2024,41,TELEKINESIS (feat. SZA & Future),Travis Scott,91,353754,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
19-09-2024,42,Jimmy Cooks (feat. 21 Savage),Drake,89,218364,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
19-09-2024,43,Sweater Weather,The Neighbourhood,91,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
19-09-2024,44,Spotless (feat. The Lumineers),Zach Bryan,85,169467,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
19-09-2024,45,Shut up My Moms Calling,Hotel Ugly,89,164571,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5
19-09-2024,46,Moonlight,Kali Uchis,85,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
19-09-2024,47,FE!N (feat. Playboi Carti),Travis Scott,92,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
19-09-2024,48,teenage dream,Olivia Rodrigo,85,222358,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
19-09-2024,49,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
19-09-2024,50,Clouded,Brent Faiyaz,85,110128,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b2736a463f436bbf07f3c9e8c62a
20-09-2024,1,Slime You Out (feat. SZA),Drake & SZA,84,310490,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
20-09-2024,2,Paint The Town Red,Doja Cat,100,231750,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
20-09-2024,3,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
20-09-2024,4,vampire,Olivia Rodrigo,91,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,5,bad idea right?,Olivia Rodrigo,90,184783,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,6,fukumean,Gunna,95,125040,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
20-09-2024,7,get him back!,Olivia Rodrigo,91,211141,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,8,Cruel Summer,Taylor Swift,99,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
20-09-2024,9,Last Night,Morgan Wallen,87,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
20-09-2024,10,all-american bitch,Olivia Rodrigo,89,165833,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,11,I KNOW ?,Travis Scott,92,211582,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
20-09-2024,12,greedy,Tate McRae,82,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
20-09-2024,13,the grudge,Olivia Rodrigo,88,189386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,14,Snooze,SZA,91,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
20-09-2024,15,Something in the Orange,Zach Bryan,89,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
20-09-2024,16,LADY GAGA,Peso Pluma,94,212878,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
20-09-2024,17,Hey Driver (feat. The War and Treaty),Zach Bryan,87,227466,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
20-09-2024,18,making the bed,Olivia Rodrigo,87,198866,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,19,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
20-09-2024,20,lacy,Olivia Rodrigo,87,177212,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,21,See You Again (feat. Kali Uchis),"Tyler, The Creator",92,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
20-09-2024,22,QLONA,KAROL G,91,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
20-09-2024,23,Fast Car,Luke Combs,90,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
20-09-2024,24,ballad of a homeschooled girl,Olivia Rodrigo,87,203369,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,25,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
20-09-2024,26,logical,Olivia Rodrigo,87,231907,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,27,love is embarrassing,Olivia Rodrigo,87,154516,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,28,MELTDOWN (feat. Drake),Travis Scott,92,246133,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
20-09-2024,29,Rich Men North of Richmond,Oliver Anthony Music,89,187244,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f842f028c8716c62bbd7c57a
20-09-2024,30,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
20-09-2024,31,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
20-09-2024,32,Ella Baila Sola,Eslabon Armado,87,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
20-09-2024,33,Religiously,Bailey Zimmerman,86,178723,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a
20-09-2024,34,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,93,109750,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
20-09-2024,35,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
20-09-2024,36,Pink + White,Frank Ocean,89,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
20-09-2024,37,Tourniquet,Zach Bryan,85,189053,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
20-09-2024,38,Strangers,Kenya Grace,90,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
20-09-2024,39,TELEKINESIS (feat. SZA & Future),Travis Scott,91,353754,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
20-09-2024,40,You Proof,Morgan Wallen,85,157477,album,36,FALSE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
20-09-2024,41,pretty isn’t pretty,Olivia Rodrigo,86,199422,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
20-09-2024,42,Shut up My Moms Calling,Hotel Ugly,88,164571,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5
20-09-2024,43,Jimmy Cooks (feat. 21 Savage),Drake,89,218364,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
20-09-2024,44,Sweater Weather,The Neighbourhood,91,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
20-09-2024,45,Clouded,Brent Faiyaz,85,110128,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b2736a463f436bbf07f3c9e8c62a
20-09-2024,46,Spotless (feat. The Lumineers),Zach Bryan,84,169467,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
20-09-2024,47,FE!N (feat. Playboi Carti),Travis Scott,92,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
20-09-2024,48,Moonlight,Kali Uchis,85,187723,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
20-09-2024,49,Wasted On You,Morgan Wallen,86,178520,album,30,FALSE,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
20-09-2024,50,My Love Mine All Mine,Mitski,72,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
21-09-2024,1,Slime You Out (feat. SZA),Drake & SZA,86,310490,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
21-09-2024,2,Paint The Town Red,Doja Cat,100,231750,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
21-09-2024,3,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
21-09-2024,4,vampire,Olivia Rodrigo,91,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,5,bad idea right?,Olivia Rodrigo,91,184783,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,6,fukumean,Gunna,95,125040,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
21-09-2024,7,get him back!,Olivia Rodrigo,91,211141,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,8,Cruel Summer,Taylor Swift,99,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
21-09-2024,9,Last Night,Morgan Wallen,86,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
21-09-2024,10,all-american bitch,Olivia Rodrigo,89,165833,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,11,I KNOW ?,Travis Scott,92,211582,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
21-09-2024,12,greedy,Tate McRae,83,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
21-09-2024,13,the grudge,Olivia Rodrigo,88,189386,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,14,Snooze,SZA,91,201800,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
21-09-2024,15,Something in the Orange,Zach Bryan,89,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
21-09-2024,16,LADY GAGA,Peso Pluma,94,212878,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
21-09-2024,17,Hey Driver (feat. The War and Treaty),Zach Bryan,87,227466,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
21-09-2024,18,making the bed,Olivia Rodrigo,87,198866,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,19,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
21-09-2024,20,lacy,Olivia Rodrigo,87,177212,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,21,See You Again (feat. Kali Uchis),"Tyler, The Creator",92,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
21-09-2024,22,QLONA,KAROL G,91,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
21-09-2024,23,Fast Car,Luke Combs,90,265493,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
21-09-2024,24,ballad of a homeschooled girl,Olivia Rodrigo,87,203369,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,25,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
21-09-2024,26,logical,Olivia Rodrigo,87,231907,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,27,love is embarrassing,Olivia Rodrigo,87,154516,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
21-09-2024,28,MELTDOWN (feat. Drake),Travis Scott,92,246133,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
21-09-2024,29,Rich Men North of Richmond,Oliver Anthony Music,89,187244,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f842f028c8716c62bbd7c57a
21-09-2024,30,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
21-09-2024,31,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
21-09-2024,32,Ella Baila Sola,Eslabon Armado,86,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
21-09-2024,33,Religiously,Bailey Zimmerman,85,178723,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a
